"        1024	",N,"    144.00	",S,"    760.22	","  5.28	",N,"    153.99	",S,"    752.95	",4.89,,,
"        2048	",N,"    145.15	",S,"    779.30	","  5.37	",N,"    154.67	",S,"    775.76	",5.02,,,
"        4096	",N,"    154.86	",S,"    832.01	","  5.37	",N,"    165.96	",S,"    842.80	",5.08,,,
"        8192	",N,"    153.72	",S,"    720.49	","  4.69	",N,"    177.15	",S,"    901.51	",5.09,,,
"       16384	",N,"    175.36	",S,"    952.67	","  5.43	",N,"    199.42	",S,"   1017.39	",5.1,,,
"       32768	",N,"    226.11	",S,"   1219.05	","  5.39	",N,"    254.78	",S,"   1298.36	",5.1,,,
"       65536	",N,"    327.87	",S,"   1678.39	","  5.12	",N,"    354.56	",S,"   1806.30	",5.09,,,
"      131072	",N,"    328.47	",S,"   1675.02	","  5.10	",N,"    354.56	",S,"   1807.44	",5.1,,,
"      262144	",N,"    328.16	",S,"   1675.80	","  5.11	",N,"    354.62	",S,"   1804.41	",5.09,,,
"      524288	",N,"    326.45	",S,"   1641.54	","  5.03	",N,"    353.75	",S,"   1787.88	",5.05,,,
"     1048576	",N,"    326.82	",S,"   1467.61	","  4.49	",N,"    303.76	",S,"   1724.72	",5.68,,,
"     2097152	",N,"    310.22	",S,"    701.01	","  2.26	",N,"    352.91	",S,"   1785.22	",5.06,,,
"     4194304	",N,"    314.37	",S,"    895.21	","  2.85	",N,"    322.29	",S,"   1588.86	",4.93,,,
"     8388608	",N,"    291.76	",S,"    884.58	","  3.03	",N,"    318.86	",S,"   1515.16	",4.75,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Array Size,NONSIMD MEGA MULTI,SIMD MEGA MULTI,Speed Up,NONSIMD MEGA ADD,SIMD MEGA ADD,Speed Up2,,,,,Array Size,Multi,ADD
"        1024	","    144.00	","    760.22	","  5.28	","    153.99	","    752.95	",4.89,,,,,"1024	","5.28	",4.89
"        2048	","    145.15	","    779.30	","  5.37	","    154.67	","    775.76	",5.02,,,,,"2048	","5.37	",5.02
"        4096	","    154.86	","    832.01	","  5.37	","    165.96	","    842.80	",5.08,,,,,"4096	","5.37	",5.08
"        8192	","    153.72	","    720.49	","  4.69	","    177.15	","    901.51	",5.09,,,,,"8192	","4.69	",5.09
"       16384	","    175.36	","    952.67	","  5.43	","    199.42	","   1017.39	",5.1,,,,,"16384	","5.43	",5.1
"       32768	","    226.11	","   1219.05	","  5.39	","    254.78	","   1298.36	",5.1,,,,,"32768	","5.39	",5.1
"       65536	","    327.87	","   1678.39	","  5.12	","    354.56	","   1806.30	",5.09,,,,,"65536	","5.12	",5.09
"      131072	","    328.47	","   1675.02	","  5.10	","    354.56	","   1807.44	",5.1,,,,,"131072	","5.10	",5.1
"      262144	","    328.16	","   1675.80	","  5.11	","    354.62	","   1804.41	",5.09,,,,,"262144	","5.11	",5.09
"      524288	","    326.45	","   1641.54	","  5.03	","    353.75	","   1787.88	",5.05,,,,,"524288	","5.03	",5.05
"     1048576	","    326.82	","   1467.61	","  4.49	","    303.76	","   1724.72	",5.68,,,,,"1048576	","4.49	",5.68
"     2097152	","    310.22	","    701.01	","  2.26	","    352.91	","   1785.22	",5.06,,,,,"2097152	","2.26	",5.06
"     4194304	","    314.37	","    895.21	","  2.85	","    322.29	","   1588.86	",4.93,,,,,"4194304	","2.85	",4.93
"     8388608	","    291.76	","    884.58	","  3.03	","    318.86	","   1515.16	",4.75,,,,,"8388608	","3.03	",4.75
